IDA;Aire geographique;Signe FR;Signe UE;Produit
;Saint-Véran;AOC;AOP;Saint-Véran Au Bois
;Saint-Véran;AOC;AOP;Saint-Véran Au Bois De Fée
;Saint-Véran;AOC;AOP;Saint-Véran Au Brûlé
;Saint-Véran;AOC;AOP;Saint-Véran Au Bûcher
;Saint-Véran;AOC;AOP;Saint-Véran Au Champ Palisse
;Saint-Véran;AOC;AOP;Saint-Véran Au Château
;Saint-Véran;AOC;AOP;Saint-Véran Au Clos
;Saint-Véran;AOC;AOP;Saint-Véran Au Cota
;Saint-Véran;AOC;AOP;Saint-Véran Au Grand Bussière
;Saint-Véran;AOC;AOP;Saint-Véran Au Grand Champ
;Saint-Véran;AOC;AOP;Saint-Véran Au Mont
;Saint-Véran;AOC;AOP;Saint-Véran Au Pommier
;Saint-Véran;AOC;AOP;Saint-Véran Aux Barons
;Saint-Véran;AOC;AOP;Saint-Véran Aux Bulands
;Saint-Véran;AOC;AOP;Saint-Véran Aux Champs Lière
;Saint-Véran;AOC;AOP;Saint-Véran Aux Colas
;Saint-Véran;AOC;AOP;Saint-Véran Aux Correaux
;Saint-Véran;AOC;AOP;Saint-Véran Aux Crays
;Saint-Véran;AOC;AOP;Saint-Véran Aux Essertos
;Saint-Véran;AOC;AOP;Saint-Véran Aux Grandes Vignes
;Saint-Véran;AOC;AOP;Saint-Véran Aux Jean Des Moitiers
;Saint-Véran;AOC;AOP;Saint-Véran Aux Plantées
;Saint-Véran;AOC;AOP;Saint-Véran Aux Tilles
;Saint-Véran;AOC;AOP;Saint-Véran Aux Vessats
;Saint-Véran;AOC;AOP;Saint-Véran Aux Voisins
;Saint-Véran;AOC;AOP;Saint-Véran Bandonneau
;Saint-Véran;AOC;AOP;Saint-Véran Bayeux
;Saint-Véran;AOC;AOP;Saint-Véran Bossu
;Saint-Véran;AOC;AOP;Saint-Véran Bouteaux
;Saint-Véran;AOC;AOP;Saint-Véran Champ Meunier
;Saint-Véran;AOC;AOP;Saint-Véran Champ Rond
;Saint-Véran;AOC;AOP;Saint-Véran Chaponière
;Saint-Véran;AOC;AOP;Saint-Véran Chevigne
;Saint-Véran;AOC;AOP;Saint-Véran Clos De La Maison
;Saint-Véran;AOC;AOP;Saint-Véran Clos De La Maison Neuve
;Saint-Véran;AOC;AOP;Saint-Véran Clos Devant
;Saint-Véran;AOC;AOP;Saint-Véran Croix De Montceau
;Saint-Véran;AOC;AOP;Saint-Véran Croix De Vareilles
;Saint-Véran;AOC;AOP;Saint-Véran En Arène
;Saint-Véran;AOC;AOP;Saint-Véran En Avonne
;Saint-Véran;AOC;AOP;Saint-Véran En Beauvoir
;Saint-Véran;AOC;AOP;Saint-Véran En Bergeron
;Saint-Véran;AOC;AOP;Saint-Véran En Chailloux
;Saint-Véran;AOC;AOP;Saint-Véran En Charlures
;Saint-Véran;AOC;AOP;Saint-Véran En Chatenay
;Saint-Véran;AOC;AOP;Saint-Véran En Coland
;Saint-Véran;AOC;AOP;Saint-Véran En Combe
;Saint-Véran;AOC;AOP;Saint-Véran En Crébin
;Saint-Véran;AOC;AOP;Saint-Véran En Crèche
;Saint-Véran;AOC;AOP;Saint-Véran En Dougi
;Saint-Véran;AOC;AOP;Saint-Véran En Faux
;Saint-Véran;AOC;AOP;Saint-Véran En Gréfet
;Saint-Véran;AOC;AOP;Saint-Véran En Marmouille
;Saint-Véran;AOC;AOP;Saint-Véran En Messie
;Saint-Véran;AOC;AOP;Saint-Véran En Monchanin
;Saint-Véran;AOC;AOP;Saint-Véran En Paradis
;Saint-Véran;AOC;AOP;Saint-Véran En Réfort
;Saint-Véran;AOC;AOP;Saint-Véran En Rousseau
;Saint-Véran;AOC;AOP;Saint-Véran En Surigny
;Saint-Véran;AOC;AOP;Saint-Véran En Terre Noire
;Saint-Véran;AOC;AOP;Saint-Véran En Varenne
;Saint-Véran;AOC;AOP;Saint-Véran Ez Marzes
;Saint-Véran;AOC;AOP;Saint-Véran Ez Quarts
;Saint-Véran;AOC;AOP;Saint-Véran Grande Vigne
;Saint-Véran;AOC;AOP;Saint-Véran Janichon
;Saint-Véran;AOC;AOP;Saint-Véran Jully
;Saint-Véran;AOC;AOP;Saint-Véran L'Epinglier
;Saint-Véran;AOC;AOP;Saint-Véran L'Essard
;Saint-Véran;AOC;AOP;Saint-Véran La Barrière
;Saint-Véran;AOC;AOP;Saint-Véran La Boisserole
;Saint-Véran;AOC;AOP;Saint-Véran La Bonde
;Saint-Véran;AOC;AOP;Saint-Véran La Bounode
;Saint-Véran;AOC;AOP;Saint-Véran La Bruyère
;Saint-Véran;AOC;AOP;Saint-Véran La Combe
;Saint-Véran;AOC;AOP;Saint-Véran La Côte
;Saint-Véran;AOC;AOP;Saint-Véran La Côte Rotie
;Saint-Véran;AOC;AOP;Saint-Véran La Cour Des Bois
;Saint-Véran;AOC;AOP;Saint-Véran La Croix Rouge
;Saint-Véran;AOC;AOP;Saint-Véran La Cuisse À La Vache
;Saint-Véran;AOC;AOP;Saint-Véran La Dinde
;Saint-Véran;AOC;AOP;Saint-Véran La Feuillarde
;Saint-Véran;AOC;AOP;Saint-Véran La Foudrole
;Saint-Véran;AOC;AOP;Saint-Véran La Grande Bruyère
;Saint-Véran;AOC;AOP;Saint-Véran La Grange Aux Buis
;Saint-Véran;AOC;AOP;Saint-Véran La Grevette
;Saint-Véran;AOC;AOP;Saint-Véran La Louve
;Saint-Véran;AOC;AOP;Saint-Véran La Maison Rouge
;Saint-Véran;AOC;AOP;Saint-Véran La Planchette
;Saint-Véran;AOC;AOP;Saint-Véran La Platière
;Saint-Véran;AOC;AOP;Saint-Véran La Rapie
;Saint-Véran;AOC;AOP;Saint-Véran La Roche
;Saint-Véran;AOC;AOP;Saint-Véran La Tambourte
;Saint-Véran;AOC;AOP;Saint-Véran La Verchère
;Saint-Véran;AOC;AOP;Saint-Véran Le Clos
;Saint-Véran;AOC;AOP;Saint-Véran Le Clos Des Poncetys
;Saint-Véran;AOC;AOP;Saint-Véran Le Clouzat
;Saint-Véran;AOC;AOP;Saint-Véran Le Colombier
;Saint-Véran;AOC;AOP;Saint-Véran Le Crouze
;Saint-Véran;AOC;AOP;Saint-Véran Le Grand Clos
;Saint-Véran;AOC;AOP;Saint-Véran Le Haut De La Roche
;Saint-Véran;AOC;AOP;Saint-Véran Le Partisselle
;Saint-Véran;AOC;AOP;Saint-Véran Le Poisard
;Saint-Véran;AOC;AOP;Saint-Véran Le Pré Des Vaux
;Saint-Véran;AOC;AOP;Saint-Véran Le Vallon
;Saint-Véran;AOC;AOP;Saint-Véran Le Vernay
;Saint-Véran;AOC;AOP;Saint-Véran Le Village
;Saint-Véran;AOC;AOP;Saint-Véran Les Belouzes
;Saint-Véran;AOC;AOP;Saint-Véran Les Bergades
;Saint-Véran;AOC;AOP;Saint-Véran Les Bois
;Saint-Véran;AOC;AOP;Saint-Véran Les Brosses
;Saint-Véran;AOC;AOP;Saint-Véran Les Cailloux
;Saint-Véran;AOC;AOP;Saint-Véran Les Carettes
;Saint-Véran;AOC;AOP;Saint-Véran Les Carrales
;Saint-Véran;AOC;AOP;Saint-Véran Les Caves
;Saint-Véran;AOC;AOP;Saint-Véran Les Chailloux
;Saint-Véran;AOC;AOP;Saint-Véran Les Chantoux
;Saint-Véran;AOC;AOP;Saint-Véran Les Chanuettes
;Saint-Véran;AOC;AOP;Saint-Véran Les Charmonts
;Saint-Véran;AOC;AOP;Saint-Véran Les Chataigniers
;Saint-Véran;AOC;AOP;Saint-Véran Les Chatenay
;Saint-Véran;AOC;AOP;Saint-Véran Les Chênes
;Saint-Véran;AOC;AOP;Saint-Véran Les Colanges
;Saint-Véran;AOC;AOP;Saint-Véran Les Colongettes
;Saint-Véran;AOC;AOP;Saint-Véran Les Combes
;Saint-Véran;AOC;AOP;Saint-Véran Les Condemines
;Saint-Véran;AOC;AOP;Saint-Véran Les Copines
;Saint-Véran;AOC;AOP;Saint-Véran Les Corgedaux
;Saint-Véran;AOC;AOP;Saint-Véran Les Cornillaux
;Saint-Véran;AOC;AOP;Saint-Véran Les Crais
;Saint-Véran;AOC;AOP;Saint-Véran Les Cras
;Saint-Véran;AOC;AOP;Saint-Véran Les Crays
;Saint-Véran;AOC;AOP;Saint-Véran Les Creux Bertoux
;Saint-Véran;AOC;AOP;Saint-Véran Les Dimes
;Saint-Véran;AOC;AOP;Saint-Véran Les Dougys
;Saint-Véran;AOC;AOP;Saint-Véran Les Farquets
;Saint-Véran;AOC;AOP;Saint-Véran Les Fournaises
;Saint-Véran;AOC;AOP;Saint-Véran Les Grands Champs
;Saint-Véran;AOC;AOP;Saint-Véran Les Grands Dougis
;Saint-Véran;AOC;AOP;Saint-Véran Les Granges
;Saint-Véran;AOC;AOP;Saint-Véran Les Jacobins
;Saint-Véran;AOC;AOP;Saint-Véran Les Jonchets
;Saint-Véran;AOC;AOP;Saint-Véran Les Jyrondelles
;Saint-Véran;AOC;AOP;Saint-Véran Les Maillettes
;Saint-Véran;AOC;AOP;Saint-Véran Les Maléchals
;Saint-Véran;AOC;AOP;Saint-Véran Les Mauvetys
;Saint-Véran;AOC;AOP;Saint-Véran Les Molards
;Saint-Véran;AOC;AOP;Saint-Véran Les Morats
;Saint-Véran;AOC;AOP;Saint-Véran Les Mûres
;Saint-Véran;AOC;AOP;Saint-Véran Les Népesses
;Saint-Véran;AOC;AOP;Saint-Véran Les Nonjelettes
;Saint-Véran;AOC;AOP;Saint-Véran Les Partouts
;Saint-Véran;AOC;AOP;Saint-Véran Les Peiguins
;Saint-Véran;AOC;AOP;Saint-Véran Les Perrelles
;Saint-Véran;AOC;AOP;Saint-Véran Les Perrières
;Saint-Véran;AOC;AOP;Saint-Véran Les Perriers
;Saint-Véran;AOC;AOP;Saint-Véran Les Personnets
;Saint-Véran;AOC;AOP;Saint-Véran Les Philiberts
;Saint-Véran;AOC;AOP;Saint-Véran Les Plantes
;Saint-Véran;AOC;AOP;Saint-Véran Les Platrières
;Saint-Véran;AOC;AOP;Saint-Véran Les Pommards
;Saint-Véran;AOC;AOP;Saint-Véran Les Poncétys
;Saint-Véran;AOC;AOP;Saint-Véran Les Quatre Poiriers
;Saint-Véran;AOC;AOP;Saint-Véran Les Rochats
;Saint-Véran;AOC;AOP;Saint-Véran Les Rochettes
;Saint-Véran;AOC;AOP;Saint-Véran Les Rollins
;Saint-Véran;AOC;AOP;Saint-Véran Les Sables
;Saint-Véran;AOC;AOP;Saint-Véran Les Sablons
;Saint-Véran;AOC;AOP;Saint-Véran Les Saussemales
;Saint-Véran;AOC;AOP;Saint-Véran Les Serreuxdières
;Saint-Véran;AOC;AOP;Saint-Véran Les Souches
;Saint-Véran;AOC;AOP;Saint-Véran Les Spires
;Saint-Véran;AOC;AOP;Saint-Véran Les Valanges
;Saint-Véran;AOC;AOP;Saint-Véran Mont De Milly
;Saint-Véran;AOC;AOP;Saint-Véran Mont De Milly Ou Les Liats
;Saint-Véran;AOC;AOP;Saint-Véran Mont-St-Pierre
;Saint-Véran;AOC;AOP;Saint-Véran Montceau
;Saint-Véran;AOC;AOP;Saint-Véran Pré De La Verchère
;Saint-Véran;AOC;AOP;Saint-Véran Pré Jaux
;Saint-Véran;AOC;AOP;Saint-Véran Saint-Claude
;Saint-Véran;AOC;AOP;Saint-Véran Terre De La Maison
;Saint-Véran;AOC;AOP;Saint-Véran Vers La Croix
;Saint-Véran;AOC;AOP;Saint-Véran Vers La Maison
;Saint-Véran;AOC;AOP;Saint-Véran Vers Le Bois
;Saint-Véran;AOC;AOP;Saint-Véran Vers Le Champ
;Saint-Véran;AOC;AOP;Saint-Véran Vigne Blanche
;Saint-Véran;AOC;AOP;Saint-Véran Vigne De La Fontaine
154;Sainte-Croix-du-Mont;AOC;AOP;Sainte-Croix-du-Mont
155;Sainte-Foy-Bordeaux;AOC;AOP;Sainte-Foy-Bordeaux blanc
155;Sainte-Foy-Bordeaux;AOC;AOP;Sainte-Foy-Bordeaux blanc liquoreux
155;Sainte-Foy-Bordeaux;AOC;AOP;Sainte-Foy-Bordeaux blanc moelleux
155;Sainte-Foy-Bordeaux;AOC;AOP;Sainte-Foy-Bordeaux rouge
2192;Sainte-Marie-la-Blanche;;IGP;Sainte-Marie-la-Blanche blanc
2192;Sainte-Marie-la-Blanche;;IGP;Sainte-Marie-la-Blanche primeur ou nouveau blanc
2192;Sainte-Marie-la-Blanche;;IGP;Sainte-Marie-la-Blanche primeur ou nouveau rosé
2192;Sainte-Marie-la-Blanche;;IGP;Sainte-Marie-la-Blanche primeur ou nouveau rouge
2192;Sainte-Marie-la-Blanche;;IGP;Sainte-Marie-la-Blanche rosé
2192;Sainte-Marie-la-Blanche;;IGP;Sainte-Marie-la-Blanche rouge
1485;Sainte-Maure de Touraine;AOC;AOP;Sainte-Maure de Touraine
202;Sancerre;AOC;AOP;Sancerre blanc
202;Sancerre;AOC;AOP;Sancerre rosé
202;Sancerre;AOC;AOP;Sancerre rouge
1108;Santenay;AOC;AOP;Santenay blanc
1109;Santenay premier cru Beauregard;AOC;AOP;Santenay premier cru Beauregard blanc
1109;Santenay premier cru Beauregard;AOC;AOP;Santenay premier cru Beauregard rouge
1110;Santenay premier cru Beaurepaire;AOC;AOP;Santenay premier cru Beaurepaire blanc
1110;Santenay premier cru Beaurepaire;AOC;AOP;Santenay premier cru Beaurepaire rouge
1121;Santenay premier cru;AOC;AOP;Santenay premier cru blanc
1113;Santenay premier cru Clos de Tavannes;AOC;AOP;Santenay premier cru Clos de Tavannes blanc
1113;Santenay premier cru Clos de Tavannes;AOC;AOP;Santenay premier cru Clos de Tavannes rouge
1114;Santenay premier cru Clos des Mouches;AOC;AOP;Santenay premier cru Clos des Mouches blanc
1114;Santenay premier cru Clos des Mouches;AOC;AOP;Santenay premier cru Clos des Mouches rouge
1111;Santenay premier cru Clos Faubard;AOC;AOP;Santenay premier cru Clos Faubard blanc
1111;Santenay premier cru Clos Faubard;AOC;AOP;Santenay premier cru Clos Faubard rouge
1112;Santenay premier cru Clos Rousseau;AOC;AOP;Santenay premier cru Clos Rousseau blanc
1112;Santenay premier cru Clos Rousseau;AOC;AOP;Santenay premier cru Clos Rousseau rouge
1115;Santenay premier cru Grand Clos Rousseau;AOC;AOP;Santenay premier cru Grand Clos Rousseau blanc
1115;Santenay premier cru Grand Clos Rousseau;AOC;AOP;Santenay premier cru Grand Clos Rousseau rouge
1116;Santenay premier cru La Comme;AOC;AOP;Santenay premier cru La Comme blanc
1116;Santenay premier cru La Comme;AOC;AOP;Santenay premier cru La Comme rouge
1117;Santenay premier cru La Maladière;AOC;AOP;Santenay premier cru La Maladière blanc
1117;Santenay premier cru La Maladière;AOC;AOP;Santenay premier cru La Maladière rouge
1119;Santenay premier cru Les Gravières-Clos de Tavannes;AOC;AOP;Santenay premier cru Les Gravières - Clos de Tavannes blanc
1119;Santenay premier cru Les Gravières-Clos de Tavannes;AOC;AOP;Santenay premier cru Les Gravières - Clos de Tavannes rouge
1118;Santenay premier cru Les Gravières;AOC;AOP;Santenay premier cru Les Gravières blanc
1118;Santenay premier cru Les Gravières;AOC;AOP;Santenay premier cru Les Gravières rouge
1120;Santenay premier cru Passetemps;AOC;AOP;Santenay premier cru Passetemps blanc
1120;Santenay premier cru Passetemps;AOC;AOP;Santenay premier cru Passetemps rouge
1121;Santenay premier cru;AOC;AOP;Santenay premier cru rouge
1108;Santenay;AOC;AOP;Santenay rouge ou Santenay Côte de Beaune
2191;Saône-et-Loire;;IGP;Saône-et-Loire blanc
2191;Saône-et-Loire;;IGP;Saône-et-Loire primeur ou nouveau blanc
2191;Saône-et-Loire;;IGP;Saône-et-Loire primeur ou nouveau rosé
2191;Saône-et-Loire;;IGP;Saône-et-Loire primeur ou nouveau rouge
2191;Saône-et-Loire;;IGP;Saône-et-Loire rosé
2191;Saône-et-Loire;;IGP;Saône-et-Loire rouge
203;Saumur;AOC;AOP;Saumur blanc
205;Saumur mousseux;AOC;AOP;Saumur mousseux blanc
205;Saumur mousseux;AOC;AOP;Saumur mousseux rosé
204;Saumur;AOC;;Saumur primeur ou nouveau rosé
1868;Saumur Puy-Notre-Dame;AOC;AOP;Saumur Puy-Notre-Dame
203;Saumur;AOC;;Saumur rosé
204;Saumur;AOC;AOP;Saumur rouge
215;Saumur-Champigny;AOC;AOP;Saumur-Champigny
1664;Saussignac;AOC;AOP;Saussignac
157;Sauternes;AOC;AOP;Sauternes
206;Savennières;AOC;AOP;Savennières
;Savennières;AOC;AOP;Savennières Coulée De Serrant
;Savennières;AOC;AOP;Savennières Coulée De Serrant Demi-Sec
206;Savennières;AOC;AOP;Savennières demi-sec
206;Savennières;AOC;AOP;Savennières moelleux
208;Savennières Roche aux Moines;AOC;AOP;Savennières Roche aux Moines
208;Savennières Roche aux Moines;AOC;AOP;Savennières Roche aux Moines demi-sec
208;Savennières Roche aux Moines;AOC;AOP;Savennières Roche Aux Moines moelleux
1122;Savigny-lès-Beaune;AOC;AOP;Savigny-lès-Beaune blanc
1123;Savigny-lès-Beaune premier cru Aux Clous;AOC;AOP;Savigny-lès-Beaune premier cru Aux Clous blanc
1123;Savigny-lès-Beaune premier cru Aux Clous;AOC;AOP;Savigny-lès-Beaune premier cru Aux Clous rouge
1124;Savigny-lès-Beaune premier cru Aux Fourneaux;AOC;AOP;Savigny-lès-Beaune premier cru Aux Fourneaux blanc
1124;Savigny-lès-Beaune premier cru Aux Fourneaux;AOC;AOP;Savigny-lès-Beaune premier cru Aux Fourneaux rouge
1125;Savigny-lès-Beaune premier cru Aux Gravains;AOC;AOP;Savigny-lès-Beaune premier cru Aux Gravains blanc
1125;Savigny-lès-Beaune premier cru Aux Gravains;AOC;AOP;Savigny-lès-Beaune premier cru Aux Gravains rouge
1126;Savigny-lès-Beaune premier cru Aux Guettes;AOC;AOP;Savigny-lès-Beaune premier cru Aux Guettes blanc
1126;Savigny-lès-Beaune premier cru Aux Guettes;AOC;AOP;Savigny-lès-Beaune premier cru Aux Guettes rouge
1127;Savigny-lès-Beaune premier cru Aux Serpentières;AOC;AOP;Savigny-lès-Beaune premier cru Aux Serpentières blanc
1127;Savigny-lès-Beaune premier cru Aux Serpentières;AOC;AOP;Savigny-lès-Beaune premier cru Aux Serpentières rouge
1128;Savigny-lès-Beaune premier cru Basses Vergelesses;AOC;AOP;Savigny-lès-Beaune premier cru Basses Vergelesses blanc
1128;Savigny-lès-Beaune premier cru Basses Vergelesses;AOC;AOP;Savigny-lès-Beaune premier cru Basses Vergelesses rouge
1129;Savigny-lès-Beaune premier cru Bataillère;AOC;AOP;Savigny-lès-Beaune premier cru Bataillère blanc
1129;Savigny-lès-Beaune premier cru Bataillère;AOC;AOP;Savigny-lès-Beaune premier cru Bataillère rouge
1145;Savigny-lès-Beaune premier cru;AOC;AOP;Savigny-lès-Beaune premier cru blanc
1130;Savigny-lès-Beaune premier cru Champ Chevrey;AOC;AOP;Savigny-lès-Beaune premier cru Champ Chevrey blanc
1130;Savigny-lès-Beaune premier cru Champ Chevrey;AOC;AOP;Savigny-lès-Beaune premier cru Champ Chevrey rouge
1131;Savigny-lès-Beaune premier cru La Dominode;AOC;AOP;Savigny-lès-Beaune premier cru La Dominode blanc
1131;Savigny-lès-Beaune premier cru La Dominode;AOC;AOP;Savigny-lès-Beaune premier cru La Dominode rouge
1132;Savigny-lès-Beaune premier cru Les Charnières;AOC;AOP;Savigny-lès-Beaune premier cru Les Charnières blanc
1132;Savigny-lès-Beaune premier cru Les Charnières;AOC;AOP;Savigny-lès-Beaune premier cru Les Charnières rouge
1133;Savigny-lès-Beaune premier cru Les Hauts Jarrons;AOC;AOP;Savigny-lès-Beaune premier cru Les Hauts Jarrons blanc
1133;Savigny-lès-Beaune premier cru Les Hauts Jarrons;AOC;AOP;Savigny-lès-Beaune premier cru Les Hauts Jarrons rouge
1134;Savigny-lès-Beaune premier cru Les Hauts Marconnets;AOC;AOP;Savigny-lès-Beaune premier cru Les Hauts Marconnets blanc
1134;Savigny-lès-Beaune premier cru Les Hauts Marconnets;AOC;AOP;Savigny-lès-Beaune premier cru Les Hauts Marconnets rouge
1135;Savigny-lès-Beaune premier cru Les Jarrons;AOC;AOP;Savigny-lès-Beaune premier cru Les Jarrons blanc
1135;Savigny-lès-Beaune premier cru Les Jarrons;AOC;AOP;Savigny-lès-Beaune premier cru Les Jarrons rouge
1136;Savigny-lès-Beaune premier cru Les Lavières;AOC;AOP;Savigny-lès-Beaune premier cru Les Lavières blanc
1136;Savigny-lès-Beaune premier cru Les Lavières;AOC;AOP;Savigny-lès-Beaune premier cru Les Lavières rouge
1137;Savigny-lès-Beaune premier cru Les Marconnets;AOC;AOP;Savigny-lès-Beaune premier cru Les Marconnets blanc
1137;Savigny-lès-Beaune premier cru Les Marconnets;AOC;AOP;Savigny-lès-Beaune premier cru Les Marconnets rouge
1138;Savigny-lès-Beaune premier cru Les Narbantons;AOC;AOP;Savigny-lès-Beaune premier cru Les Narbantons blanc
1138;Savigny-lès-Beaune premier cru Les Narbantons;AOC;AOP;Savigny-lès-Beaune premier cru Les Narbantons rouge
1139;Savigny-lès-Beaune premier cru Les Peuillets;AOC;AOP;Savigny-lès-Beaune premier cru Les Peuillets blanc
1139;Savigny-lès-Beaune premier cru Les Peuillets;AOC;AOP;Savigny-lès-Beaune premier cru Les Peuillets rouge
1140;Savigny-lès-Beaune premier cru Les Rouvrettes;AOC;AOP;Savigny-lès-Beaune premier cru Les Rouvrettes blanc
1140;Savigny-lès-Beaune premier cru Les Rouvrettes;AOC;AOP;Savigny-lès-Beaune premier cru Les Rouvrettes rouge
1141;Savigny-lès-Beaune premier cru Les Talmettes;AOC;AOP;Savigny-lès-Beaune premier cru Les Talmettes blanc
1141;Savigny-lès-Beaune premier cru Les Talmettes;AOC;AOP;Savigny-lès-Beaune premier cru Les Talmettes rouge
1142;Savigny-lès-Beaune premier cru Les Vergelesses;AOC;AOP;Savigny-lès-Beaune premier cru Les Vergelesses blanc
1142;Savigny-lès-Beaune premier cru Les Vergelesses;AOC;AOP;Savigny-lès-Beaune premier cru Les Vergelesses rouge
1143;Savigny-lès-Beaune premier cru Petits Godeaux;AOC;AOP;Savigny-lès-Beaune premier cru Petits Godeaux blanc
1143;Savigny-lès-Beaune premier cru Petits Godeaux;AOC;AOP;Savigny-lès-Beaune premier cru Petits Godeaux rouge
1144;Savigny-lès-Beaune premier cru Redrescul;AOC;AOP;Savigny-lès-Beaune premier cru Redrescul blanc
1144;Savigny-lès-Beaune premier cru Redrescul;AOC;AOP;Savigny-lès-Beaune premier cru Redrescul rouge
1145;Savigny-lès-Beaune premier cru;AOC;AOP;Savigny-lès-Beaune premier cru rouge
1122;Savigny-lès-Beaune;AOC;AOP;Savigny-lès-Beaune rouge ou Savigny-lès-Beaune Côte de Beaune
1152;Savoie Abymes;AOC;AOP;Savoie Abymes ou Les Abymes
1153;Savoie Apremont;AOC;AOP;Savoie Apremont
1154;Savoie Arbin;AOC;AOP;Savoie Arbin
1155;Savoie Ayze;AOC;AOP;Savoie Ayze
1155;Savoie Ayze;AOC;AOP;Savoie Ayze mousseux
1155;Savoie Ayze;AOC;AOP;Savoie Ayze pétillant
1151;Savoie;AOC;AOP;Savoie blanc
1157;Savoie Chautagne;AOC;AOP;Savoie Chautagne blanc
1157;Savoie Chautagne;AOC;AOP;Savoie Chautagne rouge
1158;Savoie Chignin;AOC;AOP;Savoie Chignin blanc
1158;Savoie Chignin;AOC;AOP;Savoie Chignin rouge
1159;Savoie Chignin-Bergeron;AOC;AOP;Savoie Chignin-Bergeron
519;Savoie Crépy;AOC;AOP;Savoie Crépy
1160;Savoie Cruet;AOC;AOP;Savoie Cruet
1161;Savoie Jongieux;AOC;AOP;Savoie Jongieux blanc
1161;Savoie Jongieux;AOC;AOP;Savoie Jongieux rouge
1162;Savoie Marignan;AOC;AOP;Savoie Marignan
1163;Savoie Marin;AOC;AOP;Savoie Marin
1164;Savoie Montmélian;AOC;AOP;Savoie Montmélian
1151;Savoie;AOC;AOP;Savoie mousseux blanc
1151;Savoie;AOC;AOP;Savoie mousseux rosé
1151;Savoie;AOC;AOP;Savoie pétillant blanc
1151;Savoie;AOC;AOP;Savoie pétillant rosé
1165;Savoie Ripaille;AOC;AOP;Savoie Ripaille
1151;Savoie;AOC;AOP;Savoie rosé
1151;Savoie;AOC;AOP;Savoie rouge
1166;Savoie Saint-Jean-de-la-Porte;AOC;AOP;Savoie Saint-Jean-de-la-Porte
1167;Savoie Saint-Jeoire-Prieuré;AOC;AOP;Savoie Saint-Jeoire-Prieuré
;Seine-Et-Marne;;IGP;Seine-Et-Marne Blanc
;Seine-Et-Marne;;IGP;Seine-Et-Marne Rosé
;Seine-Et-Marne;;IGP;Seine-Et-Marne Rouge
1146;Seyssel;AOC;AOP;Seyssel
1146;Seyssel;AOC;AOP;Seyssel molette
1146;Seyssel;AOC;AOP;Seyssel mousseux
1312;Tavel;AOC;AOP;Tavel
2354;Terrasses du Larzac;AOC;AOP;Terrasses du Larzac
2047;Thézac-Perricard;;IGP;Thézac-Perricard blanc
2047;Thézac-Perricard;;IGP;Thézac-Perricard primeur ou nouveau rouge
2047;Thézac-Perricard;;IGP;Thézac-Perricard rosé
2047;Thézac-Perricard;;IGP;Thézac-Perricard rouge
2047;Thézac-Perricard;;IGP;Thézac-Perricard surmûri blanc
210;Touraine Amboise;AOC;AOP;Touraine Amboise blanc
210;Touraine Amboise;AOC;AOP;Touraine Amboise rosé
210;Touraine Amboise;AOC;AOP;Touraine Amboise rouge
211;Touraine Azay-le-Rideau;AOC;AOP;Touraine Azay-le-Rideau blanc
211;Touraine Azay-le-Rideau;AOC;AOP;Touraine Azay-le-Rideau rosé
209;Touraine;AOC;AOP;Touraine blanc
2174;Touraine Chenonceaux;AOC;AOP;Touraine Chenonceaux blanc
2174;Touraine Chenonceaux;AOC;AOP;Touraine Chenonceaux rouge
212;Touraine Mesland;AOC;AOP;Touraine Mesland blanc
212;Touraine Mesland;AOC;AOP;Touraine Mesland rosé
212;Touraine Mesland;AOC;AOP;Touraine Mesland rouge
209;Touraine;AOC;AOP;Touraine mousseux blanc
209;Touraine;AOC;AOP;Touraine mousseux rosé
216;Touraine Noble Joué;AOC;AOP;Touraine Noble Joué
2173;Touraine Oisly;AOC;AOP;Touraine Oisly
209;Touraine;AOC;AOP;Touraine primeur rosé
209;Touraine;AOC;AOP;Touraine primeur rouge
209;Touraine;AOC;AOP;Touraine rosé
209;Touraine;AOC;AOP;Touraine rouge
2144;Tursan;AOC;AOP;Tursan blanc
2144;Tursan;AOC;AOP;Tursan rosé
2144;Tursan;AOC;AOP;Tursan rouge
2267;Urfé Ambierle;;IGP;Urfé Ambierle rosé
2040;Urfé;;IGP;Urfé blanc
2040;Urfé;;IGP;Urfé mousseux blanc
2040;Urfé;;IGP;Urfé mousseux rosé
2040;Urfé;;IGP;Urfé mousseux rouge
2040;Urfé;;IGP;Urfé rosé
2040;Urfé;;IGP;Urfé rouge
2040;Urfé;;IGP;Urfé surmûri blanc
2040;Urfé;;IGP;Urfé surmûri rosé
2040;Urfé;;IGP;Urfé surmûri rouge
2268;Urfé Trelins;;IGP;Urfé Trelins rosé
1313;Vacqueyras;AOC;AOP;Vacqueyras blanc
1313;Vacqueyras;AOC;AOP;Vacqueyras rosé
1313;Vacqueyras;AOC;AOP;Vacqueyras rouge
2269;Allier;;IGP;Val de Loire Allier blanc
2269;Allier;;IGP;Val de Loire Allier gris
2269;Allier;;IGP;Val de Loire Allier primeur ou nouveau blanc
2269;Allier;;IGP;Val de Loire Allier primeur ou nouveau gris
2269;Allier;;IGP;Val de Loire Allier primeur ou nouveau rosé
2269;Allier;;IGP;Val de Loire Allier primeur ou nouveau rouge
